Id,Title,Genres,Popularity,Release Date,Original Language,Vote Average,Vote Count,Overview
11322,Public Enemies,"['Action', 'Crime']",35.499,2009-07-01,en,6.678,4066,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive."
327331,The Dirt,"['Drama', 'Music', 'History', 'Comedy']",12.673,2019-03-22,en,7.505,1078,The story of MÃ¶tley CrÃ¼e and their rise from the Sunset Strip club scene of the early 1980s to superstardom.
6538,Charlie Wilson's War,"['Comedy', 'Drama', 'History']",11.305,2007-12-19,en,6.538,1293,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects."
8095,Cleopatra,"['Drama', 'History', 'Romance']",29.576,1963-06-12,en,7.078,637,"Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take powerâ€”but Caesarâ€™s successor has other plans."
43959,Soul Surfer,"['Family', 'Drama']",23.179,2011-04-08,en,7.056,1103,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith."
87492,Foxcatcher,"['Drama', 'Thriller']",12.29,2014-11-14,en,6.656,2088,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.
24803,Julie & Julia,"['Romance', 'Drama']",13.991,2009-08-06,en,6.686,1901,"Julia Child and Julie Powell â€“ both of whom wrote memoirs â€“ find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible."
325789,The Infiltrator,"['Crime', 'Drama', 'Thriller']",11.943,2016-07-13,en,6.649,1518,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.
420622,Professor Marston and the Wonder Women,"['Drama', 'Romance']",18.221,2017-10-13,en,7.218,765,"The unconventional life of Dr. William Marston, the Harvard psychologist and inventor who helped invent the modern lie detector test and created Wonder Woman in 1941."
489931,American Animals,"['Drama', 'Crime', 'Documentary']",14.217,2018-06-01,en,6.795,921,"Lexington, Kentucky, 2004. Four young men attempt to execute one of the most audacious art heists in the history of the United States."
651571,Breach,"['Science Fiction', 'Action', 'Horror', 'Adventure']",21.141,2020-12-17,en,4.3,574,"A hardened mechanic must stay awake and maintain an interstellar ark fleeing the dying planet Earth with a few thousand lucky souls on board... the last of humanity. Unfortunately, humans are not the only passengers. A shapeshifting alien creature has taken residence, its only goal is to kill as many people as possible. The crew must think quickly to stop this menace before it destroys mankind."
245698,Pawn Sacrifice,"['Thriller', 'Drama']",10.811,2015-09-16,en,6.739,825,American chess champion Bobby Fischer prepares for a legendary match-up against Russian Boris Spassky.
449924,Yip Man 4,"['Action', 'Drama', 'History']",17.575,2019-12-19,cn,7.245,1723,"Following the death of his wife, Ip Man travels to San Francisco to ease tensions between the local kung fu masters and his star student, Bruce Lee, while searching for a better future for his son."
14924,Sid and Nancy,"['Drama', 'Romance']",11.839,1986-10-24,en,6.786,439,"January 1978. After their success in England, the punk rock band Sex Pistols venture out on their tour of the southern United States. Temperamental bassist Sid Vicious is forced by his band mates to travel without his troubled girlfriend, Nancy Spungen, who will meet him in New York. When the band breaks up and Sid begins his solo career in a hostile city, the turbulent couple definitely falls into the depths of drug addiction."
4912,Confessions of a Dangerous Mind,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",11.249,2002-12-31,en,6.7,1013,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said."
10692,Henry: Portrait of a Serial Killer,"['Crime', 'Horror', 'Thriller']",9.397,1986-09-24,en,6.7,591,"Henry likes to kill people, in different ways each time. Henry shares an apartment with Otis. When Otis' sister comes to stay, we see both sides of Henry: ""the guy next door"" and the serial killer."
198185,Million Dollar Arm,['Drama'],9.478,2014-05-09,en,6.759,548,"In a last-ditch effort to save his career, sports agent JB Bernstein dreams up a wild game plan to find Major League Baseballâ€™s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. Itâ€™s an incredible and touching journey that will change them all â€” especially JB, who learns valuable lessons about teamwork, commitment and family."
318781,Colonia,"['Drama', 'History']",15.215,2015-06-24,en,7.287,1782,"A young woman's desperate search for her abducted boyfriend draws her into the infamous Colonia Dignidad, a sect nobody ever escaped from."
51209,Kill the Irishman,"['Action', 'Crime', 'Thriller', 'Drama']",10.278,2011-03-10,en,6.742,543,"Over the summer of 1976, thirty-six bombs detonate in the heart of Cleveland while a turf war raged between Irish mobster Danny Greene and the Italian mafia. Based on a true story, Kill the Irishman chronicles Greene's heroic rise from a tough Cleveland neighborhood to become an enforcer in the local mob."
11652,Invincible,"['Drama', 'History']",14.651,2006-08-25,en,6.965,821,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time â€“ no one good enough to play professional football was going to be found this way."
289222,The Zookeeper's Wife,"['Drama', 'History', 'War']",12.084,2017-03-24,en,7.376,1392,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion."
119675,Behind the Candelabra,"['Drama', 'Romance']",7.44,2013-05-26,en,6.684,702,"Based on the autobiographical novel, the tempestuous 6-year relationship between Liberace and his (much younger) lover, Scott Thorson, is recounted."
2977,Becoming Jane,"['Romance', 'Drama']",13.843,2007-03-02,en,7.3,1071,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.
10423,Dragon: The Bruce Lee Story,"['Drama', 'History', 'Action']",21.341,1993-05-07,en,6.923,629,"This film is a glimpse into the life, love and the unconquerable spirit of the legendary Bruce Lee. From a childhood of rigorous martial arts training, Lee realizes his dream of opening his own kung-fu school in America. Before long, he is discovered by a Hollywood producer and begins a meteoric rise to fame and an all too short reign as one the most charismatic action heroes in cinema history."
339419,Loving,"['Drama', 'Romance']",10.444,2016-11-04,en,6.7,858,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court."
450001,Yip Man 3,"['Action', 'Crime', 'Drama']",25.373,2018-12-20,cn,6.354,449,"Following his defeat by Master Ip, Cheung Tin Chi tries to make a life with his young son in Hong Kong, waiting tables at a bar that caters to expats. But it's not long before the mix of foreigners, money, and triad leaders draw him once again to the fight."
9950,Find Me Guilty,"['Comedy', 'Crime', 'Drama']",9.294,2006-03-16,en,6.544,425,"Based on the true story of Jack DiNorscio, a mobster who defended himself in court for what would be the longest mafia trial in U.S. history."
493327,Bobby(I),['Drama'],0.963,1990-10-21,sv,7.2,2,"During one evening, night and morning we follow the decay of an upperclass family's last convulsive attempt to reconcile and reach mutual respect."
13967,Miss Potter,"['Drama', 'Family', 'Romance']",7.075,2006-12-03,en,6.573,439,"Beatrix Potter, the author of the beloved children's book ""The Tale of Peter Rabbit"", struggles for love, happiness and success."
9746,Kundun,"['Drama', 'History']",9.283,1997-12-25,en,6.902,393,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since."
12509,Pollock,"['Drama', 'Romance']",7.603,2000-09-06,en,6.7,267,"In August of 1949, Life Magazine ran a banner headline that begged the question: ""Jackson Pollock: Is he the greatest living painter in the United States?"" The film is a look back into the life of an extraordinary man, a man who has fittingly been called ""an artist dedicated to concealment, a celebrity who nobody knew."" As he struggled with self-doubt, engaging in a lonely tug-of-war between needing to express himself and wanting to shut the world out, Pollock began a downward spiral."
256924,Danny Collins,"['Music', 'Comedy', 'Drama']",8.376,2015-03-19,en,6.776,459,An ageing hard-living 1970s rock star decides to change his life when he discovers a 40-year-old undelivered letter written to him by John Lennon.
44249,Yip Man chin chyun,"['Drama', 'Action', 'History']",3.016,2010-06-24,cn,6.804,592,"The remarkable true story of the early life of Ip Man, the formidable kung fu genius who would become Bruce Lee's mentor; beginning at the start of his journey from his initial training through to the ultimate battle to become supreme master of the art of Wing Chun."
7457,Alpha Dog,"['Crime', 'Drama', 'Thriller']",11.505,2006-01-27,en,6.641,1231,"Johnny Truelove likes to see himself as tough. He's the son of an underworld figure and a drug dealer. Johnny also likes to get tough when things don't go his way. When Jake Mazursky fails to pay up for Johnny, things get worse for the Mazursky family, as Johnny and his 'gang' kidnap Jake's 15 year old brother and holds him hostage. Problem now is what to do with 'stolen boy?'"
6479,Legend(I),"['Drama', 'Science Fiction', 'Thriller']",54.657,2007-12-12,en,7.2,14455,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone."
261023,Black Mass,"['Drama', 'Crime', 'History']",16.999,2015-09-04,en,6.469,3071,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf."
454227,Outlaw King,"['Action', 'History', 'Drama', 'War']",17.165,2018-09-06,en,6.823,1393,"Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne."
500682,The Highwaymen,"['Crime', 'Drama', 'Thriller']",18.188,2019-03-15,en,6.746,1787,"In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public."
9517,Bully,"['Crime', 'Drama']",14.597,2001-06-15,en,6.666,401,"A pack of naÃ¯ve teenagers conspire to murder a mutual friend, whose aggressive demeanor has proved too much."
12783,The Duchess,"['Drama', 'History', 'Romance']",11.024,2008-09-05,en,7.0,1552,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life."
381307,Stronger(I),"['War', 'Drama']",0.6,1953-06-17,sh,0.0,0,"Instead of running away from enemy raid, a female partisan-doctor decides to stay and help one of their wounded children."
472451,Boy Erased,['Drama'],11.167,2018-09-24,en,7.027,1269,"Jared, the son of a Baptist pastor in a small American town, is outed to his parents at age 19. Jared is faced with an ultimatum: attend a gay conversion therapy program â€“ or be permanently exiled and shunned by his family, friends, and faith."
3635,Girl with a Pearl Earring,"['Drama', 'Romance']",13.468,2003-12-12,en,6.601,1236,"This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works."
16620,La Bamba,"['Drama', 'Music']",18.73,1987-07-24,en,7.205,613,"Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly."
491472,At Eternity's Gate,['Drama'],13.568,2018-11-15,en,6.932,1326,"Famed but tormented artist Vincent van Gogh spends his final years in Arles, France, painting masterworks of the natural world that surrounds him."
11780,Rob Roy,"['Adventure', 'History', 'Drama', 'Action', 'War']",13.496,1995-04-13,en,6.73,545,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour."
9403,Private Parts,"['Comedy', 'Drama']",10.635,1997-03-07,en,6.493,296,"The auto-biographical story of Howard Stern, the radio-rebel who is now also a TV-personality, an author and a movie star."
316152,Free State of Jones,"['Action', 'Drama', 'History', 'War']",12.715,2016-06-24,en,6.717,1339,"In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history."
13920,Radio,['Drama'],23.378,2003-10-24,en,7.152,605,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community."
397538,Borg McEnroe,"['Drama', 'History']",9.29,2017-09-08,sv,6.9,1051,"The Swedish BjÃ¶rn Borg and the American John McEnroe, the best tennis players in the world, maintain a legendary duel during the 1980 Wimbledon tournament."
245916,Kill the Messenger,"['Crime', 'Drama', 'Mystery', 'Thriller']",9.178,2014-10-09,en,6.648,765,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.
75900,My Week with Marilyn,"['Drama', 'Romance']",9.444,2011-11-23,en,6.681,1190,"London, 1956. Genius actor and film director Laurence Olivier is about to begin the shooting of his upcoming movie, premiered in 1957 as The Prince and the Showgirl, starring Marilyn Monroe. Young Colin Clark, who dreams on having a career in movie business, manages to get a job on the set as third assistant director."
29963,Bright Star,"['Drama', 'Romance']",8.712,2009-11-05,en,6.616,398,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife."
293646,The 33,"['Drama', 'History']",14.945,2015-08-06,en,6.357,850,"Based on the true story of the collapse of a mine in San Jose, Chileâ€”that left 33 miners isolated underground for 69 days."
239566,Get on Up,"['Drama', 'Music']",8.882,2014-08-01,en,6.781,464,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.
11515,Goya's Ghosts,['Drama'],12.765,2006-11-08,en,6.6,426,"Painter Francisco Goya becomes involved with the Spanish Inquisition after his muse, InÃ©s, is arrested by the church for heresy. Her family turns to him, hoping that his connection with fanatical Inquisitor Lorenzo, whom he is painting, can secure her release."
842,The Assassination of Richard Nixon,"['Drama', 'History', 'Thriller']",5.947,2004-05-17,en,6.5,255,"Itâ€™s 1974 and Sam Bicke has lost everything. His wife leaves him with his three kids, his boss fires him, his brother turns away from him, and the bank wonâ€™t give him any money to start anew. He tries to find someone to blame for his misfortunes and comes up with the President of the United States who he plans to murder."
541134,The Good Nurse,"['Drama', 'Crime', 'Mystery']",25.941,2022-10-19,en,7.0,993,"Suspicious that her colleague is responsible for a series of mysterious patient deaths, a nurse risks her own life to uncover the truth."
11690,Bloodsport,"['Action', 'Drama']",25.464,1988-02-26,en,7.012,1578,"U.S. soldier Frank Dux has come to Hong Kong to be accepted into the Kumite, a highly secret and extremely violent martial arts competition. While trying to gain access into the underground world of clandestine fighters, he also has to avoid military officers who consider him to be AWOL. After enduring a difficult training and beginning a romance with journalist Janice Kent, Frank is given the opportunity to fight. But can he survive?"
614560,Mank,"['Drama', 'History']",11.707,2020-11-13,en,6.756,1410,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.
16052,Selena,"['Drama', 'Music', 'History']",28.377,1997-03-21,en,7.717,1107,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete."
10312,Patch Adams,"['Comedy', 'Drama']",15.788,1998-12-25,en,7.303,2932,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laughâ€”even if it meant risking his own career."
68812,The Iceman,"['Thriller', 'Crime', 'Drama']",15.775,2012-09-01,en,6.485,894,"The true story of Richard Kuklinski, the notorious contract killer and family man."
468224,Tolkien,"['War', 'Drama', 'Romance']",9.963,2019-05-03,en,6.997,1247,"England, early 20th century. The future writer and philologist John Ronald Reuel Tolkien (1892-1973) and three of his schoolmates create a strong bond between them as they share the same passion for literature and art, a true fellowship that strengthens as they grow up, but the outbreak of World War I threatens to shatter it."
446791,All the Money in the World,"['Thriller', 'Drama', 'Crime', 'History']",12.174,2017-12-21,en,6.485,2070,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.
760336,Munich: The Edge of War,"['Drama', 'History']",10.746,2022-01-06,en,6.927,475,"At the tense 1938 Munich Conference, former friends who now work for opposing governments become reluctant spies racing to expose a Nazi secret."
308032,The Stanford Prison Experiment,['Thriller'],10.167,2015-07-17,en,6.9,849,This film is based on the actual events that took place in 1971 when Stanford professor Dr. Philip Zimbardo created what became one of the most shocking and famous social experiments of all time.
19963,Bernie,['Comedy'],6.884,1996-11-27,fr,6.979,216,"Bernie, a 30 years old orphan, decides to leave his orphanage and find his parents. After an investigation, he meets Marion, a young heroin addict and falls in love with her. He believes that his family was victim of a plot and this is why they deserted him."
448776,A Prayer Before Dawn,"['Drama', 'Action', 'Crime']",14.39,2018-05-24,en,6.764,504,"The amazing true story of Billy Moore, an English boxer incarcerated in Thailandâ€™s most notorious prison. Thrown into a world of drugs and violence, he finds his best chance to escape is to fight his way out in prison Muay Thai tournaments."
502425,Escape from Pretoria,"['Drama', 'History', 'Thriller']",18.912,2020-03-06,en,7.265,1113,"South Africa, 1978. Tim Jenkin and Stephen Lee, two white political activists from the African National Congress imprisoned by the apartheid regime, put a plan in motion to escape from the infamous Pretoria Prison."
3902,I'm Not There,"['Drama', 'Music']",11.575,2007-10-01,en,6.56,613,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself."
209451,Jersey Boys,"['Music', 'Drama']",10.577,2014-06-05,en,6.801,628,"A musical biopic of the Four Seasonsâ€”the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert, it gets to the heart of the relationships at the centre of the group, with a special focus on frontman Frankie Valli, the small kid with the big falsetto."
4517,Elizabeth: The Golden Age,"['Drama', 'History', 'Romance']",14.923,2007-09-09,en,6.718,1115,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard the lives of her people."
443009,"Don't Worry, He Won't Get Far on Foot","['Comedy', 'Drama']",8.994,2018-04-04,en,6.747,595,"On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life."
332979,Bleed for This,['Drama'],10.875,2016-11-04,en,6.824,683,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks."
10337,Bugsy,"['Crime', 'Drama', 'Mystery']",9.408,1991-12-10,en,6.4,335,"New York gangster Ben 'Bugsy' Siegel takes a brief business trip to Los Angeles. A sharp-dressing womanizer with a foul temper, Siegel doesn't hesitate to kill or maim anyone crossing him. In L.A. the life, the movies, and most of all strong-willed Virginia Hill detain him while his family wait back home. Then a trip to a run-down gambling joint at a spot in the desert known as Las Vegas gives him his big idea."
112336,Hitchcock,['Drama'],7.313,2012-11-22,en,6.524,1367,"Following his great success with ""North by Northwest,"" director Alfred Hitchcock makes a daring choice for his next project: an adaptation of Robert Bloch's novel ""Psycho."" When the studio refuses to back the picture, Hitchcock decides to pay for it himself in exchange for a percentage of the profits. His wife, Alma Reville, has serious reservations about the film but supports him nonetheless. Still, the production strains the couple's marriage."
315664,Florence Foster Jenkins,"['Comedy', 'Drama']",9.62,2016-05-06,en,6.661,1358,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice."
423899,Victoria & Abdul,"['Drama', 'History']",10.234,2017-09-13,en,6.933,1079,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.
245700,Mr. Turner,"['History', 'Drama']",8.562,2014-10-31,en,6.544,467,"Eccentric British painter J.M.W. Turner  lives his last 25 years with gusto and secretly becomes involved with a seaside landlady, while his faithful housekeeper bears an unrequited love for him."
8880,Che: Part Two,"['Drama', 'History', 'War']",11.794,2008-12-12,en,6.696,554,"After the Cuban Revolution, Che is at the height of his fame and power. Then he disappears, re-emerging incognito in Bolivia, where he organizes a small group of Cuban comrades and Bolivian recruits to start the great Latin American Revolution. Through this story, we come to understand how Che remains a symbol of idealism and heroism that lives in the hearts of people around the world."
457799,"Extremely Wicked, Shockingly Evil and Vile",['Crime'],16.474,2019-05-02,en,7.017,3067,"A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years."
12184,The Other Boleyn Girl,"['Drama', 'Romance', 'History']",17.438,2008-02-28,en,6.645,1829,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII."
1099177,Jungle(I),[],0.6,2022-08-22,en,0.0,0,How drilling and construction (literally) turn a serpent's world upside down.
12160,Wyatt Earp,"['Western', 'Drama', 'Action', 'Adventure']",13.887,1994-06-24,en,6.784,730,"From Wichita to Dodge City, to the O.K. Corral in Tombstone, Wyatt Earp is taught that nothing matters more than family and the law. Joined by his brothers and Doc Holliday, Earp wages war on the dreaded Clanton and McLaury gangs."
11400,The New World,"['Drama', 'History', 'Romance']",9.775,2005-12-25,en,6.542,1018,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.
369192,Battle of the Sexes,"['Comedy', 'Drama', 'History']",12.84,2017-09-22,en,6.777,1705,The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.
256,Colette(I),"['Comedy', 'Drama', 'Romance']",6.849,1962-06-22,fr,7.2,217,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend. First segment of â€œLove at Twentyâ€ (1962)."
14410,Notorious,"['Music', 'Drama', 'History']",22.354,2009-01-16,en,6.945,627,"""Notorious"" is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time: The Notorious B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream."""
8489,Ali,['Drama'],14.169,2001-12-10,en,6.778,1513,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test."
10442,Harriet(I),"['Comedy', 'Crime', 'Romance']",9.138,1993-07-30,en,6.1,355,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right."
45610,Machine Gun Preacher,"['Action', 'Thriller', 'Crime']",34.37,2011-09-23,en,6.722,919,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers."
33542,Jackie(V),"['Crime', 'Action', 'Comedy', 'Thriller']",21.963,1995-01-21,cn,6.8,866,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head."
2023,Hidalgo,"['Western', 'Adventure', 'Action']",19.931,2004-02-04,en,6.806,1062,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world..."
429203,The Old Man & the Gun,"['Comedy', 'Crime', 'Drama']",7.111,2018-09-27,en,6.42,1265,"The true story of Forrest Tucker, from his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public. Wrapped up in the pursuit are a detective, who becomes captivated with Forrestâ€™s commitment to his craft, and a woman, who loves him in spite of his chosen profession."
26320,Taking Woodstock,"['Music', 'Comedy', 'Drama']",9.707,2009-08-26,en,6.2,383,"The story of Elliot Tiber and his family, who inadvertently played a pivotal role in making the famed Woodstock Music and Arts Festival into the happening that it was. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers thinking he could drum up some much-needed business for his parents' run-down motel. Three weeks later, half a million people are on their way to his neighborâ€™s farm in White Lake, New York, and Elliot finds himself swept up in a generation-defining experience that would change his lifeâ€“and American cultureâ€“forever."
328589,The Lady in the Van,"['Comedy', 'Drama']",11.356,2015-10-30,en,6.435,652,"The true story of the relationship between Alan Bennett and the singular Miss Shepherd, a woman of uncertain origins who â€˜temporarilyâ€™ parked her van in Bennettâ€™s London driveway and proceeded to live there for 15 years."
75802,Hysteria,"['Comedy', 'Romance']",14.519,2011-06-06,en,6.678,737,"Two doctors in Victorian England use manual stimulation of female genitalia to cure their patients' ills, leading to the invention of the vibrator."
17332,The Soloist,"['Drama', 'Music']",10.179,2009-04-24,en,6.701,700,"A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper."
11156,Coco avant Chanel,"['Drama', 'History']",12.483,2009-04-22,fr,6.9,842,"Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing."
644495,House of Gucci,"['Drama', 'Crime', 'History']",31.525,2021-11-24,en,6.632,2658,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimatelyâ€¦ murder."
535229,Joy(I),['Science Fiction'],0.6,2009-01-01,fr,0.0,0,"In this film, Jean-Baptiste de Laubier squarely doubles this hypothesis of Chris Marker: the traces of the times are no longer contained in the brain of a survivor of the disaster but in computer memories. History having disappeared, carried away by the extinction of men, machines tell stories with the images that men have bequeathed to them. Like those of this narrator who could not, him or anyone, survive the final virus but who left on a hard drive images shot from the time he was still living. His travels, family, love. Life. This life and its memory that our computer heirs sing about make it look nostalgic, a human feeling that we did not know they were programmed to feel."
1130515,Cherry(I),[],0.6,2007-06-20,ja,0.0,0,"Takarazuka Star Troupe 2007 performance of the musical Secret Hunter and the revue Sakura, performed at the Takarazuka Grand Theater and Tokyo Takarazuka Theater."
